Member Phone No,ActSpeedDS,ActSpeedUS,ActAvgDaySpontResyncs,ActDSLStability,ActDSLConnType,DSLAMName,LWC,Urbanistion,UBAForecast,EstAttn160Hi,EstAttn160Lo,EstDSSpeedHi,EstDSSpeedLo,EstUSSpeedHi,EstUSSpeedLo,EUBA,BUBA,WVS,LAPRestriction,CabnietisationDate,CabnetisationName,Locality Id,Connector Id,Line_Sharing_Cable_Pair,LWC_Is_Cabinet,BUBA_Coverage_Area,EUBA_Coverage_Area,Baseband_Copper_Capable,ActBBProductType
,,,,,,,,,,,,,,,,,,,,,,,CR79/6,,N,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ70/12,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J15/7,,N,Southland,GORE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH65/5,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC71/4,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL65/64,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE68/6,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM16/549,,Y,South Auckland,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG62/L,,N,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L17/3,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL90/395,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL70/578,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,YM58/4,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL61/488,,,North Shore,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP35/224,,Y,Taranaki,NEW PLYMOUTH,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L16/13,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ET65/3,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE13/3,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN12/4,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG59/7,,N,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CS23/A,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL57/166,,Y,Christchurch North,CHRISTCHURCH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH39/8,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN36/5,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV35/4,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG25/5,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CD32/2,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL33/146,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG70/2,,Y,Tauranga,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,U7/10,,Y,North Shore,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HV03/F,,Y,North Shore,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM33/996,,Y,North Auckland,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HP70/2,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,UX46/1,,N,North Auckland,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP46/826,,Y,Wellington Suburbs,PORIRUA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CB44/A,,Y,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BS36/1,,N,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG46/5,,,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR41/1,,N,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL83/613,,Y,Manawatu,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GN02/1,,N,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AF75/3,,N,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BF10/1,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP22/749,,N,North Waikato / Coromandel,TAURANGA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZS33/4,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL35/789,,Y,Banks,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS53/14,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL36/578,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AM27/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL59/376,,Y,West Auckland,HENDERSON,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BN42/2,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BF42/4,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F28/K,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BJ42/14,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H34/9,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL79/204,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BD41/4,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EC32/1,,Y,Marlborough / North Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL09/218,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BC18/5,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL08/544,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T28/K,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL77/110,,Y,Eastern Suburbs,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL78/792,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ41/3,,Y,South Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL99/120,,N,Grafton,REMUERA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ39/1,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BD30/48,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL06/821,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K37/13,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BK09/3,,Y,Central,TAUPO,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DQ03/43,,N,North Shore,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J19/19,,Y,Bay of Plenty/ East Coast,ROTORUA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BB55/2,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP70/87,,Y,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BG54/6,,Y,West Auckland,HENDERSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BK45/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BC50/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BN44/9,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL75/563,,Y,Marlborough / North Canterbury,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BF47/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BK53/1,,Y,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV47/B,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP47/325,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL65/768,,Y,Hamilton,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ED39/3,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL97/528,,Y,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FS51/G,,Y,Eastern Suburbs,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J17/11,,Y,Bay of Plenty/ East Coast,ROTORUA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HP65/E,,N,Central,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL27/793,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,V117/3,,Y,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T116/3,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL70/395,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP67/9,,N,Northland,DARGAVILLE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BJ34/1,,Y,Northland,KERIKERI,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AK36/3,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FP14/3,,Y,Northland,KERIKERI,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FP27/3,,N,Northland,KAITAIA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM52/4,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF73/1,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM30/207,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP36/1,,,Bay of Plenty/ East Coast,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES36/A,,Y,Tamaki,REMUERA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL19/147,,Y,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,C32/4,,Y,Southland,INVERCARGILL,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL23A/L,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN21A/T,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,P39/6,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE22/4,,Y,North Auckland,RED BEACH,N,
,,,,,,,,,,,,,,,,,,,,,,,TL98/507,,Y,West Auckland,HENDERSON,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL92/709,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N18/8,,N,Hawkes Bay,HASTINGS,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB76/17,,Y,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN20/N,93543597,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HM78/4,,N,North Waikato / Coromandel,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP68/749,,Y,Banks,RICCARTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM03/289,,N,Marlborough / North Canterbury,RANGIORA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HD37/2,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL92/273,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FN66/A,,Y,Counties,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL55/622,,,Northland,WARKWORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM07/70,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GB71/26,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G25/11,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL19/9,,Y,Manawatu,LEVIN,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HJ15/A,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL78/779,,Y,Eastern Suburbs,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N33/73,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BU63/A,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ61/41,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E28/W,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG62/15,,N,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG37/4,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP11/921,,Y,Hamilton,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FP47/5,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG22/5,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EE33/2,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G15/7,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZW34/8,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,J21/8,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG74/11,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S16/3,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP13/683,,Y,Hamilton,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZX13/1,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GK76/23,,N,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ57/AL,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM10/48,,Y,Northland,WARKWORTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV35/4,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT14/E,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM32/174,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CP20/1,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV66/4,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC67/9,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ79/4,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL87/996,,N,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EE36/9,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ61/3,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM24/A,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S21/1,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE36/17,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EB33/14,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM14/646,,Y,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,M31/D,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K13/10,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZC51/24,,Y,Hutt / Wairarapa,UPPER HUTT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH31/4,,Y,North Auckland,RED BEACH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ42/1,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GB07/6,,Y,Christchurch Central,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB26/1,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N14/2,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG37/H,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN35/1,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BS29/A,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH22/H,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EU24/8,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T66/8,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ24/C,,Y,Grafton,REMUERA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE72/8,,N,North Waikato / Coromandel,TE KAUWHATA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CH34/B,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DN21/55,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ER35/R,,Y,South Auckland,REMUERA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ED44/L,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ24/4,,Y,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TP14/944,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM23/T,,N,Auckland Central,MAYORAL DRIVE,Y,
,,,,,,,,,,,,,,,,,,,,,,,BQ75/1,,Y,East Coast Bays,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH41/J,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG38/4,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL54/198,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK30/A,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HU79/5,,N,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL41/615,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CH43/E,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GM60/2,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT10/P,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS24/H,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL47/569,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CV21/28,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG36/J,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FM46/18,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM31/542,,Y,Counties,PAPATOETOE,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,S117/7,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK33/29,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG39/W,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BC50/4,,Y,West Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK36/36,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF24/26,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB71/R,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DA78/E,,N,East Coast Bays,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC71/5,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FA49/27,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG66/20,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE/MD,,N,Counties,PAPAKURA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CQ72/2,,N,Northland,KERIKERI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AQ47/14,,N,Nelson,NELSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ET44/R,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF14/1,,Y,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CT20/10,,Y,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GL41/5,,Y,Eastern Suburbs,HOWICK,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AC56/1,,N,Otago,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CJ23/5,,Y,North Waikato / Coromandel,,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM05/420,,Y,Tamaki,REMUERA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ETM/Q,,N,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG67/7,,Y,North Auckland,TORBAY,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CH31/11,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BG12/7,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM24/890,,Y,North Auckland,RED BEACH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CG33/14,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF20/16,,Y,Grey Lynn,MAYORAL DRIVE,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,K31/44,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GL43/7,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL08/218,,N,West Coast,HOKITIKA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF38/E,,N,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,V66/3,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AN29/6,,N,Northland,KERIKERI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BT60/1,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB34/16,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DV24/28,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EB06/D,,N,Northland,WHANGAREI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU27/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EG31/A,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HT79/5,,N,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FB40/20,,Y,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FM45/17,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EC31/J,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HS37/3,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FK16/B,,N,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GM43/4,,Y,South Canterbury,WANAKA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC73/5,,Y,East Coast Bays,TORBAY,Y,BUBA
